What is a ClickHouse materialized view really, and how does it differ from a BigQuery/Postgres materialized view?	It is an insert trigger: a query that runs on each block inserted into the source table and appends its result to a separate target table. It is NOT a periodically-refreshed cached SELECT — there is no refresh; it is push-based and incremental.
When a ClickHouse MV runs its SELECT, what data does it see?	Only the rows of the block just inserted into the source table, never the whole table. A GROUP BY therefore produces partial per-block aggregates, not global ones.
Why is the target of an aggregating MV usually an AggregatingMergeTree storing -State columns?	Because the MV sees one block at a time and can't compute a global aggregate; it writes partial aggregate states (countState, sumState, uniqState) that the AggregatingMergeTree merges over time, finalized at read with -Merge.
How do you correctly read an AggregatingMergeTree fed by an MV, and what's the mantra?	With -Merge combinators + GROUP BY (countMerge, sumMerge, uniqMerge). Mantra: no -Merge, no truth — plain count() returns physical state rows and selecting a state column raw returns an opaque binary blob.
Does a newly created materialized view process data already in the source table?	No. It is a forward-only insert trigger: it sees only inserts that happen after it is created. Pre-existing rows must be backfilled manually (or with POPULATE, which is unsafe on live tables).
Why is CREATE MATERIALIZED VIEW ... POPULATE unsafe on a table with active writes?	Rows inserted during the gap between POPULATE's snapshot and the trigger going live are seen by neither and are silently lost. POPULATE is safe only when the source is quiescent.
What is the safe way to backfill an MV target for a live table with continuous writes?	Create the MV without POPULATE but with WHERE marker >= T (a future boundary) so it captures all new writes at/after T; after the wall clock passes T, run INSERT INTO target SELECT ...State... FROM source WHERE marker < T. The shared boundary gives no gap and no overlap — every row exactly once.
In the safe MV-backfill split, what property must the boundary column have, and why not event-time?	It must be insert-assigned and monotonic (e.g. an ingestion timestamp DEFAULT now64()). Event-time is unsafe because late-arriving rows can land on the wrong side of the cutoff and be missed or double-counted.
Why must the MV-backfill timeline split have exactly zero overlap when the target is AggregatingMergeTree?	An overlapping row is aggregated twice into the state (double-counted), and aggregate states cannot be deduplicated after the fact — unlike a plain duplicate row in a ReplacingMergeTree.
What does CREATE MATERIALIZED VIEW ... TO <table> give you over an inline MV?	It decouples the transform (the MV's SELECT) from storage (an explicit target table you define and own separately) — the production pattern; you can backfill, alter, or manage the target independently.
How does INSERT ... SELECT map columns — by name or by position?	By position; column names in the SELECT are ignored for mapping. Always list target columns explicitly, INSERT INTO t (a,b,c) SELECT ..., or values silently load into the wrong columns.
What is the cost profile of an incremental MV aggregation as the source table grows?	Cost scales with the size of each newly inserted block, not the total table size — the MV only processes new data and never re-scans history.
